epoch,loss,accuracy,val_loss,val_accuracy,lr
77,1.3232581615447998,0.8274469971656799,1.0582268238067627,0.8379120826721191,0.00080690003
78,1.3250000476837158,0.8304742574691772,1.157524824142456,0.7857142686843872,0.0008018166
79,1.305037260055542,0.8335015177726746,1.1597464084625244,0.7857142686843872,0.00079668354
80,1.319574236869812,0.8279515504837036,1.0382946729660034,0.8159340620040894,0.00079150184
81,1.3007829189300537,0.8451059460639954,1.0987036228179932,0.8214285969734192,0.0007862723
82,1.3143137693405151,0.8314833641052246,1.0610766410827637,0.807692289352417,0.0007809957
83,1.3244357109069824,0.8440968990325928,1.118200659751892,0.807692289352417,0.000775673
84,1.318382978439331,0.8380423784255981,1.0237674713134766,0.8543956279754639,0.0007703051
85,1.2938270568847656,0.8446013927459717,1.0377670526504517,0.8351648449897766,0.00076489284
86,1.3011318445205688,0.8390514850616455,1.1247531175613403,0.8131868243217468,0.0007594371
87,1.3086674213409424,0.8329969644546509,1.191124677658081,0.75,0.00075393874
88,1.3023425340652466,0.8314833641052246,1.031523585319519,0.8461538553237915,0.0007483988
89,1.3004194498062134,0.8516649603843689,1.2777001857757568,0.7307692170143127,0.000742818
90,1.3031878471374512,0.8541876673698425,1.0195180177688599,0.8379120826721191,0.0007371974
91,1.293897032737732,0.847628653049469,1.1226584911346436,0.8379120826721191,0.0007315379
92,1.2884695529937744,0.8440968990325928,1.0365594625473022,0.8296703100204468,0.0007258404
93,1.2744101285934448,0.8572149276733398,1.0539376735687256,0.8049450516700745,0.00072010583
94,1.2828916311264038,0.8577194809913635,1.1415939331054688,0.8214285969734192,0.0007143351
95,1.2795960903167725,0.8541876673698425,1.051124930381775,0.8324176073074341,0.0007085293
96,1.2815333604812622,0.8557013273239136,1.0301809310913086,0.8543956279754639,0.0007026893
97,1.2841606140136719,0.8652876019477844,1.0280208587646484,0.8461538553237915,0.000696816
98,1.2779747247695923,0.8602421879768372,1.0441287755966187,0.8296703100204468,0.00069091044
99,1.2719900608062744,0.871846616268158,1.0446349382400513,0.8324176073074341,0.0006849736
100,1.2903200387954712,0.8536831736564636,1.057597279548645,0.8214285969734192,0.0006790064
101,1.2626746892929077,0.8627648949623108,1.014811396598816,0.8626373410224915,0.00067300984
102,1.2703784704208374,0.8652876019477844,0.9846446514129639,0.8708791136741638,0.00066698494
103,1.2847462892532349,0.8597376346588135,1.0271031856536865,0.8406593203544617,0.0006609326
104,1.2615424394607544,0.8622603416442871,1.0060234069824219,0.8516483306884766,0.000654854
105,1.2710931301116943,0.8637739419937134,1.026990294456482,0.843406617641449,0.00064874993
106,1.2800501585006714,0.8622603416442871,0.9836872816085815,0.8571428656578064,0.00064262154
107,1.2572661638259888,0.8763874769210815,1.0622313022613525,0.8186812996864319,0.00063646975
108,1.2550939321517944,0.8789101839065552,1.0610499382019043,0.8379120826721191,0.0006302956
109,1.2507648468017578,0.8743693232536316,1.0018748044967651,0.8653846383094788,0.0006241001
110,1.2562458515167236,0.8607467412948608,1.1013331413269043,0.8049450516700745,0.00061788433
111,1.2522392272949219,0.8839555978775024,1.0250118970870972,0.8653846383094788,0.0006116492
112,1.2542420625686646,0.8668012022972107,0.9897568225860596,0.8708791136741638,0.0006053958
113,1.2510193586349487,0.8622603416442871,1.0132482051849365,0.8406593203544617,0.00059912517
114,1.2553772926330566,0.8693239092826843,1.0361825227737427,0.8406593203544617,0.00059283833
115,1.252699851989746,0.875378429889679,0.9956504106521606,0.8791208863258362,0.0005865363
116,1.244276523590088,0.8779011368751526,0.958987295627594,0.8818681240081787,0.00058022013
117,1.2497657537460327,0.8824419975280762,0.9598872661590576,0.8846153616905212,0.00057389087
118,1.2429454326629639,0.8834510445594788,1.0402435064315796,0.8131868243217468,0.0005675495
119,1.2590734958648682,0.8678103089332581,1.0443611145019531,0.8626373410224915,0.0005611971
120,1.235508918762207,0.8773965835571289,0.9892480969429016,0.8653846383094788,0.0005548348
121,1.2435468435287476,0.888496458530426,0.9891002178192139,0.8598901033401489,0.0005484635
122,1.2348726987838745,0.8763874769210815,0.9797127842903137,0.8681318759918213,0.00054208434
123,1.242613434791565,0.8723511695861816,0.9845718741416931,0.8791208863258362,0.0005356983
124,1.2452281713485718,0.8789101839065552,0.9933063983917236,0.8708791136741638,0.00052930653
125,1.2415839433670044,0.8779011368751526,0.9787899255752563,0.8681318759918213,0.00052291
126,1.2296110391616821,0.8864783048629761,0.9710033535957336,0.8708791136741638,0.00051650975
127,1.238898515701294,0.8748738765716553,0.9720985293388367,0.8791208863258362,0.0005101069
128,1.2156685590744019,0.9026235938072205,0.9829530715942383,0.8791208863258362,0.0005037025
129,1.2276878356933594,0.8900101184844971,1.0050209760665894,0.8708791136741638,0.0004972975
130,1.235959529876709,0.8854691982269287,0.9594053626060486,0.8708791136741638,0.0004908931
131,1.222915768623352,0.8955600261688232,1.0357180833816528,0.8653846383094788,0.00048449024
132,1.2330890893936157,0.8869828581809998,0.9784504175186157,0.8626373410224915,0.00047809002
133,1.2301586866378784,0.8834510445594788,0.9486448764801025,0.8708791136741638,0.0004716935
134,1.2221566438674927,0.8864783048629761,1.024387001991272,0.8626373410224915,0.00046530168
135,1.2248361110687256,0.8910191655158997,0.9380757808685303,0.8818681240081787,0.00045891566
136,1.236736536026001,0.8890010118484497,1.0021815299987793,0.8516483306884766,0.0004525365
137,1.2267570495605469,0.8849647045135498,0.9862484931945801,0.8736263513565063,0.0004461652
138,1.2228165864944458,0.9016145467758179,0.9820839762687683,0.8626373410224915,0.00043980285
139,1.2223680019378662,0.8874874114990234,0.9703237414360046,0.8818681240081787,0.00043345048
140,1.220390796661377,0.8950554728507996,0.9529247879981995,0.8873626589775085,0.00042710913
141,1.2128777503967285,0.8970736861228943,0.9446571469306946,0.8736263513565063,0.00042077986
142,1.2020835876464844,0.9036327004432678,1.019614815711975,0.8653846383094788,0.0004144637
143,1.2253172397613525,0.8879919052124023,0.9588702917098999,0.8736263513565063,0.00040816166
144,1.2134978771209717,0.8960645794868469,0.9330593347549438,0.8873626589775085,0.0004018748
145,1.2256723642349243,0.894046425819397,0.9767518639564514,0.8791208863258362,0.00039560418
146,1.2207763195037842,0.8925327658653259,0.9674383401870728,0.8736263513565063,0.00038935078
147,1.221197485923767,0.8925327658653259,0.9393792748451233,0.8901098966598511,0.0003831157
148,1.2118014097213745,0.8985872864723206,0.9434626698493958,0.8791208863258362,0.00037689987
149,1.1992378234863281,0.9026235938072205,0.9310598969459534,0.8901098966598511,0.0003707044
150,1.206067442893982,0.9031281471252441,0.9694629907608032,0.8736263513565063,0.00036453025
151,1.2120954990386963,0.8990918397903442,0.9132137298583984,0.8763736486434937,0.00035837846
152,1.2098090648651123,0.9066599607467651,0.9300450682640076,0.8928571343421936,0.00035225006
153,1.2047626972198486,0.9016145467758179,0.9458069205284119,0.8626373410224915,0.000346146
154,1.195927619934082,0.9031281471252441,0.943450927734375,0.8873626589775085,0.00034006734
155,1.2012289762496948,0.8930373191833496,0.9443221092224121,0.8818681240081787,0.00033401506
156,1.1914929151535034,0.9096871614456177,0.9429473280906677,0.8928571343421936,0.00032799016
157,1.1939936876296997,0.8990918397903442,0.9735786318778992,0.8736263513565063,0.0003219936
158,1.2026286125183105,0.9001008868217468,0.965980589389801,0.8818681240081787,0.00031602642
159,1.1934252977371216,0.907164454460144,0.9488344192504883,0.8901098966598511,0.00031008956
160,1.1918160915374756,0.9137235283851624,0.9368360042572021,0.8983516693115234,0.000304184
161,1.195151925086975,0.907164454460144,0.9289180040359497,0.8901098966598511,0.0002983107
162,1.192213535308838,0.9061554074287415,0.9438042044639587,0.8736263513565063,0.00029247068
163,1.1963317394256592,0.9112008213996887,0.9420510530471802,0.8763736486434937,0.00028666487
164,1.1893340349197388,0.9137235283851624,0.9330958127975464,0.901098906993866,0.0002808942
165,1.195709228515625,0.9096871614456177,0.9013319611549377,0.8956043720245361,0.00027515963
166,1.1971873044967651,0.8990918397903442,0.9158141016960144,0.8818681240081787,0.00026946212
167,1.189428687095642,0.9137235283851624,0.9707144498825073,0.8928571343421936,0.0002638026
168,1.1894102096557617,0.9016145467758179,0.9450555443763733,0.8928571343421936,0.000258182
169,1.1863731145858765,0.9112008213996887,0.9053398370742798,0.8846153616905212,0.00025260125
170,1.1986873149871826,0.9117053747177124,0.9011886119842529,0.901098906993866,0.00024706125
171,1.182293176651001,0.9117053747177124,0.9278743863105774,0.8928571343421936,0.00024156291
172,1.1794832944869995,0.9223006963729858,0.9366424083709717,0.9038461446762085,0.00023610715
173,1.1742854118347168,0.9117053747177124,0.9230167269706726,0.8928571343421936,0.00023069487
174,1.1868358850479126,0.9112008213996887,0.9443313479423523,0.8956043720245361,0.00022532696
175,1.1842542886734009,0.9101917147636414,0.9262439012527466,0.9038461446762085,0.00022000428
176,1.1829566955566406,0.9177598357200623,0.9157201647758484,0.8873626589775085,0.00021472773
177,1.1903568506240845,0.9177598357200623,0.8950129747390747,0.8873626589775085,0.00020949816
178,1.1826300621032715,0.9132189750671387,0.9168546795845032,0.9093406796455383,0.00020431644
179,1.1851831674575806,0.9202825427055359,0.9155869483947754,0.8818681240081787,0.00019918341
180,1.1852152347564697,0.9177598357200623,0.9049862027168274,0.8983516693115234,0.00019409994
181,1.1910512447357178,0.9167507290840149,0.8950889706611633,0.8956043720245361,0.00018906685
182,1.184038519859314,0.9212916493415833,0.9103637337684631,0.8873626589775085,0.00018408496
183,1.1855982542037964,0.9212916493415833,0.9270273447036743,0.901098906993866,0.00017915509
184,1.1863081455230713,0.9152371287345886,0.9163608551025391,0.8846153616905212,0.00017427806
185,1.1826401948928833,0.9283552169799805,0.9474520683288574,0.8873626589775085,0.00016945467
186,1.1866512298583984,0.9197779893875122,0.8998249769210815,0.8983516693115234,0.0001646857
187,1.1745853424072266,0.9248234033584595,0.9108279943466187,0.8983516693115234,0.00015997195
188,1.1787588596343994,0.9132189750671387,0.9123361706733704,0.8983516693115234,0.0001553142
189,1.1842446327209473,0.9081735610961914,0.9112995862960815,0.8901098966598511,0.00015071321
190,1.175665259361267,0.9101917147636414,0.9074284434318542,0.8983516693115234,0.00014616972
191,1.1931043863296509,0.9137235283851624,0.8990276455879211,0.8983516693115234,0.0001416845
192,1.1698304414749146,0.9258325099945068,0.89872807264328,0.8983516693115234,0.00013725828
193,1.172593593597412,0.9253279566764832,0.8988078832626343,0.906593382358551,0.00013289177
194,1.1696120500564575,0.9278506636619568,0.9252722859382629,0.901098906993866,0.00012858571
195,1.1789113283157349,0.9207870960235596,0.893276572227478,0.8983516693115234,0.0001243408
196,1.1840665340423584,0.9081735610961914,0.888891339302063,0.8956043720245361,0.00012015775
197,1.1743049621582031,0.9187689423561096,0.9117549061775208,0.901098906993866,0.00011603722
198,1.162913203239441,0.9268415570259094,0.8927344679832458,0.8956043720245361,0.00011197991
199,1.1733640432357788,0.9217961430549622,0.9017704725265503,0.9038461446762085,0.00010798649
200,1.1666873693466187,0.9197779893875122,0.8944838643074036,0.901098906993866,0.0001040576
201,1.1713486909866333,0.9192734360694885,0.8844671845436096,0.901098906993866,0.000100193894
202,1.1647346019744873,0.9197779893875122,0.8996132612228394,0.9038461446762085,9.639601e-05
203,1.163175106048584,0.9298688173294067,0.9010956287384033,0.901098906993866,9.266457e-05
204,1.1700987815856934,0.916246235370636,0.9079262018203735,0.8956043720245361,8.900019e-05
205,1.1790693998336792,0.9182643890380859,0.898301362991333,0.8928571343421936,8.5403466e-05
206,1.1598317623138428,0.9243188500404358,0.8910411596298218,0.9038461446762085,8.187499e-05
207,1.1719720363616943,0.9263370037078857,0.9093399047851562,0.8983516693115234,7.841535e-05
208,1.1624292135238647,0.9238143563270569,0.8982481956481934,0.8983516693115234,7.502511e-05
209,1.1698570251464844,0.9167507290840149,0.8957244753837585,0.8983516693115234,7.1704824e-05
210,1.1737513542175293,0.9177598357200623,0.8991542458534241,0.901098906993866,6.845505e-05
211,1.1657594442367554,0.9228052496910095,0.9103253483772278,0.8956043720245361,6.5276305e-05
212,1.1617933511734009,0.9233098030090332,0.9013721942901611,0.9038461446762085,6.216913e-05
213,1.1724845170974731,0.9192734360694885,0.9026583433151245,0.8983516693115234,5.9134018e-05
214,1.168332815170288,0.9228052496910095,0.9085788130760193,0.9038461446762085,5.617148e-05
215,1.153735876083374,0.9318869709968567,0.891253650188446,0.8983516693115234,5.3281998e-05
216,1.182366132736206,0.9187689423561096,0.8980370163917542,0.8928571343421936,5.046605e-05
217,1.1627373695373535,0.9268415570259094,0.8947592377662659,0.8956043720245361,4.7724097e-05
218,1.1626243591308594,0.931382417678833,0.8934211134910583,0.8956043720245361,4.5056593e-05
