epoch,float_val_accuracy_percent,val_loss,int8_accuracy_percent,correct,total,model_size_bytes
5,93.13187003135681,0.8078652024269104,92.85714285714286,338,364,30168
14,93.40659379959106,0.810745894908905,93.4065934065934,340,364,30168
20,93.13187003135681,0.8087673187255859,93.13186813186813,339,364,30168
