scope,mean_confidence,median_confidence
all,0.9248583447802198,0.96875
correct,0.9314408735795454,0.96875

cid,mean_confidence
0,0.9300063775510204
2,0.959375
3,0.9048177083333333
4,0.920703125
5,0.8885416666666667
6,0.9644886363636364
7,0.9546875
24,0.9717548076923077
43,0.9341517857142857
69,0.980078125
70,0.9776278409090909
72,0.96125
83,0.867431640625
84,0.8445723684210527
85,0.9489293981481481
86,0.9148995535714286
87,0.858203125
